year,state,county,candidate,party,votes
2004,Florida,Seminole,John Kerry,DEM,76971
2004,Florida,Seminole,Other,Other,1052
2004,Florida,St. Johns,George W. Bush,REP,59196
2004,Florida,St. Johns,John Kerry,DEM,26399
2004,Florida,St. Johns,Other,Other,695
2004,Florida,St. Lucie,George W. Bush,REP,47592
2004,Florida,St. Lucie,John Kerry,DEM,51835
2004,Florida,St. Lucie,Other,Other,636
2004,Florida,Sumter,George W. Bush,REP,19800
2004,Florida,Sumter,John Kerry,DEM,11584
2004,Florida,Sumter,Other,Other,458
2004,Florida,Suwannee,George W. Bush,REP,11153
2004,Florida,Suwannee,John Kerry,DEM,4522
2004,Florida,Suwannee,Other,Other,127
2004,Florida,Taylor,George W. Bush,REP,5467
2004,Florida,Taylor,John Kerry,DEM,3049
2004,Florida,Taylor,Other,Other,65
2004,Florida,Union,George W. Bush,REP,3396
2004,Florida,Union,John Kerry,DEM,1251
2004,Florida,Union,Other,Other,28
2004,Florida,Volusia,George W. Bush,REP,111924
2004,Florida,Volusia,John Kerry,DEM,115519
2004,Florida,Volusia,Other,Other,1496
2004,Florida,Wakulla,George W. Bush,REP,6777
2004,Florida,Wakulla,John Kerry,DEM,4896
2004,Florida,Wakulla,Other,Other,90
2004,Florida,Walton,George W. Bush,REP,17555
2004,Florida,Walton,John Kerry,DEM,6213
2004,Florida,Walton,Other,Other,208
2004,Florida,Washington,George W. Bush,REP,7369
2004,Florida,Washington,John Kerry,DEM,2912
2004,Florida,Washington,Other,Other,85
2004,Georgia,Appling,George W. Bush,REP,4494
2004,Georgia,Appling,John Kerry,DEM,1848
2004,Georgia,Appling,Other,Other,27
2004,Georgia,Atkinson,George W. Bush,REP,1666
2004,Georgia,Atkinson,John Kerry,DEM,799
2004,Georgia,Atkinson,Other,Other,5
2004,Georgia,Bacon,George W. Bush,REP,2853
2004,Georgia,Bacon,John Kerry,DEM,930
2004,Georgia,Bacon,Other,Other,7
2004,Georgia,Baker,George W. Bush,REP,821
2004,Georgia,Baker,John Kerry,DEM,936
2004,Georgia,Baker,Other,Other,7
2004,Georgia,Baldwin,George W. Bush,REP,7709
2004,Georgia,Baldwin,John Kerry,DEM,6775
2004,Georgia,Baldwin,Other,Other,63
2004,Georgia,Banks,George W. Bush,REP,4410
2004,Georgia,Banks,John Kerry,DEM,1149
2004,Georgia,Banks,Other,Other,31
2004,Georgia,Barrow,George W. Bush,REP,13520
2004,Georgia,Barrow,John Kerry,DEM,4095
2004,Georgia,Barrow,Other,Other,112
2004,Georgia,Bartow,George W. Bush,REP,22311
2004,Georgia,Bartow,John Kerry,DEM,7741
2004,Georgia,Bartow,Other,Other,180
2004,Georgia,Ben Hill,George W. Bush,REP,3331
2004,Georgia,Ben Hill,John Kerry,DEM,2180
2004,Georgia,Ben Hill,Other,Other,25
2004,Georgia,Berrien,George W. Bush,REP,3917
2004,Georgia,Berrien,John Kerry,DEM,1638
2004,Georgia,Berrien,Other,Other,37
2004,Georgia,Bibb,George W. Bush,REP,28107
2004,Georgia,Bibb,John Kerry,DEM,29322
2004,Georgia,Bibb,Other,Other,258
2004,Georgia,Bleckley,George W. Bush,REP,3167
2004,Georgia,Bleckley,John Kerry,DEM,1281
2004,Georgia,Bleckley,Other,Other,19
2004,Georgia,Brantley,George W. Bush,REP,4333
2004,Georgia,Brantley,John Kerry,DEM,1258
2004,Georgia,Brantley,Other,Other,27
2004,Georgia,Brooks,George W. Bush,REP,2912
2004,Georgia,Brooks,John Kerry,DEM,2193
2004,Georgia,Brooks,Other,Other,8
2004,Georgia,Bryan,George W. Bush,REP,7363
2004,Georgia,Bryan,John Kerry,DEM,2590
2004,Georgia,Bryan,Other,Other,30
2004,Georgia,Bulloch,George W. Bush,REP,12252
2004,Georgia,Bulloch,John Kerry,DEM,6840
2004,Georgia,Bulloch,Other,Other,79
2004,Georgia,Burke,George W. Bush,REP,4232
2004,Georgia,Burke,John Kerry,DEM,4213
2004,Georgia,Burke,Other,Other,34
2004,Georgia,Butts,George W. Bush,REP,5119
2004,Georgia,Butts,John Kerry,DEM,2572
2004,Georgia,Butts,Other,Other,43
2004,Georgia,Calhoun,George W. Bush,REP,890
2004,Georgia,Calhoun,John Kerry,DEM,1119
2004,Georgia,Calhoun,Other,Other,10
2004,Georgia,Camden,George W. Bush,REP,9488
2004,Georgia,Camden,John Kerry,DEM,4637
2004,Georgia,Camden,Other,Other,50
2004,Georgia,Candler,George W. Bush,REP,2048
2004,Georgia,Candler,John Kerry,DEM,1096
2004,Georgia,Candler,Other,Other,7
2004,Georgia,Carroll,George W. Bush,REP,24837
2004,Georgia,Carroll,John Kerry,DEM,10224
2004,Georgia,Carroll,Other,Other,217
2004,Georgia,Catoosa,George W. Bush,REP,16406
2004,Georgia,Catoosa,John Kerry,DEM,5807
2004,Georgia,Catoosa,Other,Other,91
2004,Georgia,Charlton,George W. Bush,REP,2311
2004,Georgia,Charlton,John Kerry,DEM,1064
2004,Georgia,Charlton,Other,Other,12
2004,Georgia,Chatham,George W. Bush,REP,45484
2004,Georgia,Chatham,John Kerry,DEM,45630
2004,Georgia,Chatham,Other,Other,401
2004,Georgia,Chattahoochee,George W. Bush,REP,905
2004,Georgia,Chattahoochee,John Kerry,DEM,773
2004,Georgia,Chattahoochee,Other,Other,10
2004,Georgia,Chattooga,George W. Bush,REP,4992
2004,Georgia,Chattooga,John Kerry,DEM,2809
2004,Georgia,Chattooga,Other,Other,46
2004,Georgia,Cherokee,George W. Bush,REP,58238
2004,Georgia,Cherokee,John Kerry,DEM,14824
2004,Georgia,Cherokee,Other,Other,525
2004,Georgia,Clarke,George W. Bush,REP,15052
2004,Georgia,Clarke,John Kerry,DEM,21718
2004,Georgia,Clarke,Other,Other,465
2004,Georgia,Clay,George W. Bush,REP,509
2004,Georgia,Clay,John Kerry,DEM,798
2004,Georgia,Clay,Other,Other,2
2004,Georgia,Clayton,George W. Bush,REP,23106
2004,Georgia,Clayton,John Kerry,DEM,56113
2004,Georgia,Clayton,Other,Other,327
2004,Georgia,Clinch,George W. Bush,REP,1501
2004,Georgia,Clinch,John Kerry,DEM,750
2004,Georgia,Clinch,Other,Other,14
2004,Georgia,Cobb,George W. Bush,REP,173467
2004,Georgia,Cobb,John Kerry,DEM,103955
2004,Georgia,Cobb,Other,Other,2051
2004,Georgia,Coffee,George W. Bush,REP,8306
2004,Georgia,Coffee,John Kerry,DEM,3979
2004,Georgia,Coffee,Other,Other,42
2004,Georgia,Colquitt,George W. Bush,REP,8296
2004,Georgia,Colquitt,John Kerry,DEM,3378
2004,Georgia,Colquitt,Other,Other,56
2004,Georgia,Columbia,George W. Bush,REP,35549
2004,Georgia,Columbia,John Kerry,DEM,11442
2004,Georgia,Columbia,Other,Other,153
2004,Georgia,Cook,George W. Bush,REP,3065
2004,Georgia,Cook,John Kerry,DEM,1733
2004,Georgia,Cook,Other,Other,18
2004,Georgia,Coweta,George W. Bush,REP,31682
2004,Georgia,Coweta,John Kerry,DEM,10647
2004,Georgia,Coweta,Other,Other,216
2004,Georgia,Crawford,George W. Bush,REP,2830
2004,Georgia,Crawford,John Kerry,DEM,1552
2004,Georgia,Crawford,Other,Other,20
2004,Georgia,Crisp,George W. Bush,REP,3865
2004,Georgia,Crisp,John Kerry,DEM,2357
2004,Georgia,Crisp,Other,Other,28
2004,Georgia,Dade,George W. Bush,REP,4368
2004,Georgia,Dade,John Kerry,DEM,1823
2004,Georgia,Dade,Other,Other,39
2004,Georgia,Dawson,George W. Bush,REP,6649
2004,Georgia,Dawson,John Kerry,DEM,1407
2004,Georgia,Dawson,Other,Other,57
2004,Georgia,DeKalb,George W. Bush,REP,73570
2004,Georgia,DeKalb,John Kerry,DEM,200787
2004,Georgia,DeKalb,Other,Other,1782
2004,Georgia,Decatur,George W. Bush,REP,5348
2004,Georgia,Decatur,John Kerry,DEM,3577
2004,Georgia,Decatur,Other,Other,26
2004,Georgia,Dodge,George W. Bush,REP,4584
2004,Georgia,Dodge,John Kerry,DEM,2384
2004,Georgia,Dodge,Other,Other,27
2004,Georgia,Dooly,George W. Bush,REP,1853
2004,Georgia,Dooly,John Kerry,DEM,1973
2004,Georgia,Dooly,Other,Other,18
2004,Georgia,Dougherty,George W. Bush,REP,13711
2004,Georgia,Dougherty,John Kerry,DEM,19805
2004,Georgia,Dougherty,Other,Other,131
2004,Georgia,Douglas,George W. Bush,REP,25846
2004,Georgia,Douglas,John Kerry,DEM,15997
2004,Georgia,Douglas,Other,Other,222
2004,Georgia,Early,George W. Bush,REP,2495
2004,Georgia,Early,John Kerry,DEM,1701
2004,Georgia,Early,Other,Other,17
2004,Georgia,Echols,George W. Bush,REP,757
2004,Georgia,Echols,John Kerry,DEM,231
2004,Georgia,Echols,Other,Other,3
2004,Georgia,Effingham,George W. Bush,REP,12503
2004,Georgia,Effingham,John Kerry,DEM,3613
2004,Georgia,Effingham,Other,Other,51
2004,Georgia,Elbert,George W. Bush,REP,4626
2004,Georgia,Elbert,John Kerry,DEM,2984
2004,Georgia,Elbert,Other,Other,46
2004,Georgia,Emanuel,George W. Bush,REP,4666
2004,Georgia,Emanuel,John Kerry,DEM,2774
2004,Georgia,Emanuel,Other,Other,28
2004,Georgia,Evans,George W. Bush,REP,2291
2004,Georgia,Evans,John Kerry,DEM,1213
2004,Georgia,Evans,Other,Other,10
2004,Georgia,Fannin,George W. Bush,REP,6862
2004,Georgia,Fannin,John Kerry,DEM,2727
2004,Georgia,Fannin,Other,Other,61
2004,Georgia,Fayette,George W. Bush,REP,37346
2004,Georgia,Fayette,John Kerry,DEM,14887
2004,Georgia,Fayette,Other,Other,295
2004,Georgia,Floyd,George W. Bush,REP,21400
2004,Georgia,Floyd,John Kerry,DEM,10038
2004,Georgia,Floyd,Other,Other,187
2004,Georgia,Forsyth,George W. Bush,REP,47267
2004,Georgia,Forsyth,John Kerry,DEM,9201
2004,Georgia,Forsyth,Other,Other,358
2004,Georgia,Franklin,George W. Bush,REP,5218
2004,Georgia,Franklin,John Kerry,DEM,2245
2004,Georgia,Franklin,Other,Other,39
2004,Georgia,Fulton,George W. Bush,REP,134372
2004,Georgia,Fulton,John Kerry,DEM,199436
2004,Georgia,Fulton,Other,Other,2216
2004,Georgia,Gilmer,George W. Bush,REP,7414
2004,Georgia,Gilmer,John Kerry,DEM,2510
2004,Georgia,Gilmer,Other,Other,74
2004,Georgia,Glascock,George W. Bush,REP,1016
2004,Georgia,Glascock,John Kerry,DEM,250
2004,Georgia,Glascock,Other,Other,3
2004,Georgia,Glynn,George W. Bush,REP,18608
2004,Georgia,Glynn,John Kerry,DEM,8962
2004,Georgia,Glynn,Other,Other,122
2004,Georgia,Gordon,George W. Bush,REP,11671
2004,Georgia,Gordon,John Kerry,DEM,4028
2004,Georgia,Gordon,Other,Other,76
2004,Georgia,Grady,George W. Bush,REP,5068
2004,Georgia,Grady,John Kerry,DEM,3092
2004,Georgia,Grady,Other,Other,31
2004,Georgia,Greene,George W. Bush,REP,4069
2004,Georgia,Greene,John Kerry,DEM,2774
2004,Georgia,Greene,Other,Other,29
2004,Georgia,Gwinnett,George W. Bush,REP,160445
2004,Georgia,Gwinnett,John Kerry,DEM,81708
2004,Georgia,Gwinnett,Other,Other,1764
2004,Georgia,Habersham,George W. Bush,REP,10434
2004,Georgia,Habersham,John Kerry,DEM,2750
2004,Georgia,Habersham,Other,Other,61
2004,Georgia,Hall,George W. Bush,REP,38883
2004,Georgia,Hall,John Kerry,DEM,10514
2004,Georgia,Hall,Other,Other,299
2004,Georgia,Hancock,George W. Bush,REP,822
2004,Georgia,Hancock,John Kerry,DEM,2715
2004,Georgia,Hancock,Other,Other,13
2004,Georgia,Haralson,George W. Bush,REP,7703
2004,Georgia,Haralson,John Kerry,DEM,2434
2004,Georgia,Haralson,Other,Other,56
2004,Georgia,Harris,George W. Bush,REP,8878
2004,Georgia,Harris,John Kerry,DEM,3400
2004,Georgia,Harris,Other,Other,53
2004,Georgia,Hart,George W. Bush,REP,5500
2004,Georgia,Hart,John Kerry,DEM,3479
2004,Georgia,Hart,Other,Other,42
2004,Georgia,Heard,George W. Bush,REP,2788
2004,Georgia,Heard,John Kerry,DEM,1148
2004,Georgia,Heard,Other,Other,19
2004,Georgia,Henry,George W. Bush,REP,42759
2004,Georgia,Henry,John Kerry,DEM,21096
2004,Georgia,Henry,Other,Other,298
2004,Georgia,Houston,George W. Bush,REP,29862
2004,Georgia,Houston,John Kerry,DEM,15054
2004,Georgia,Houston,Other,Other,237
2004,Georgia,Irwin,George W. Bush,REP,2347
2004,Georgia,Irwin,John Kerry,DEM,1051
2004,Georgia,Irwin,Other,Other,16
2004,Georgia,Jackson,George W. Bush,REP,12611
2004,Georgia,Jackson,John Kerry,DEM,3468
2004,Georgia,Jackson,Other,Other,91
2004,Georgia,Jasper,George W. Bush,REP,3157
2004,Georgia,Jasper,John Kerry,DEM,1558
2004,Georgia,Jasper,Other,Other,25
2004,Georgia,Jeff Davis,George W. Bush,REP,3549
2004,Georgia,Jeff Davis,John Kerry,DEM,1277
2004,Georgia,Jeff Davis,Other,Other,18
2004,Georgia,Jefferson,George W. Bush,REP,3066
2004,Georgia,Jefferson,John Kerry,DEM,3447
2004,Georgia,Jefferson,Other,Other,22
2004,Georgia,Jenkins,George W. Bush,REP,1898
2004,Georgia,Jenkins,John Kerry,DEM,1494
2004,Georgia,Jenkins,Other,Other,11
2004,Georgia,Johnson,George W. Bush,REP,2279
2004,Georgia,Johnson,John Kerry,DEM,1263
2004,Georgia,Johnson,Other,Other,11
2004,Georgia,Jones,George W. Bush,REP,6939
2004,Georgia,Jones,John Kerry,DEM,3855
2004,Georgia,Jones,Other,Other,51
2004,Georgia,Lamar,George W. Bush,REP,4027
2004,Georgia,Lamar,John Kerry,DEM,2432
2004,Georgia,Lamar,Other,Other,35
2004,Georgia,Lanier,George W. Bush,REP,1641
2004,Georgia,Lanier,John Kerry,DEM,931
2004,Georgia,Lanier,Other,Other,12
2004,Georgia,Laurens,George W. Bush,REP,10883
2004,Georgia,Laurens,John Kerry,DEM,6281
2004,Georgia,Laurens,Other,Other,73
2004,Georgia,Lee,George W. Bush,REP,8201
2004,Georgia,Lee,John Kerry,DEM,2182
2004,Georgia,Lee,Other,Other,30
2004,Georgia,Liberty,George W. Bush,REP,6131
2004,Georgia,Liberty,John Kerry,DEM,6619
2004,Georgia,Liberty,Other,Other,50
2004,Georgia,Lincoln,George W. Bush,REP,2309
2004,Georgia,Lincoln,John Kerry,DEM,1337
2004,Georgia,Lincoln,Other,Other,11
2004,Georgia,Long,George W. Bush,REP,1994
2004,Georgia,Long,John Kerry,DEM,1033
2004,Georgia,Long,Other,Other,9
2004,Georgia,Lowndes,George W. Bush,REP,18981
2004,Georgia,Lowndes,John Kerry,DEM,12516
2004,Georgia,Lowndes,Other,Other,125
2004,Georgia,Lumpkin,George W. Bush,REP,6690
2004,Georgia,Lumpkin,John Kerry,DEM,2091
2004,Georgia,Lumpkin,Other,Other,74
2004,Georgia,Macon,George W. Bush,REP,1851
2004,Georgia,Macon,John Kerry,DEM,2906
2004,Georgia,Macon,Other,Other,20
2004,Georgia,Madison,George W. Bush,REP,7254
2004,Georgia,Madison,John Kerry,DEM,2527
2004,Georgia,Madison,Other,Other,52
2004,Georgia,Marion,George W. Bush,REP,1670
2004,Georgia,Marion,John Kerry,DEM,1275
2004,Georgia,Marion,Other,Other,7
2004,Georgia,McDuffie,George W. Bush,REP,4846
2004,Georgia,McDuffie,John Kerry,DEM,2899
2004,Georgia,McDuffie,Other,Other,28
2004,Georgia,McIntosh,George W. Bush,REP,2837
2004,Georgia,McIntosh,John Kerry,DEM,2523
2004,Georgia,McIntosh,Other,Other,18
2004,Georgia,Meriwether,George W. Bush,REP,4402
2004,Georgia,Meriwether,John Kerry,DEM,3709
2004,Georgia,Meriwether,Other,Other,36
2004,Georgia,Miller,George W. Bush,REP,1694
2004,Georgia,Miller,John Kerry,DEM,736
2004,Georgia,Miller,Other,Other,11
2004,Georgia,Mitchell,George W. Bush,REP,3885
2004,Georgia,Mitchell,John Kerry,DEM,3360
2004,Georgia,Mitchell,Other,Other,22
2004,Georgia,Monroe,George W. Bush,REP,6522
2004,Georgia,Monroe,John Kerry,DEM,3216
2004,Georgia,Monroe,Other,Other,45
2004,Georgia,Montgomery,George W. Bush,REP,2150
2004,Georgia,Montgomery,John Kerry,DEM,1007
2004,Georgia,Montgomery,Other,Other,11
2004,Georgia,Morgan,George W. Bush,REP,4902
2004,Georgia,Morgan,John Kerry,DEM,2304
2004,Georgia,Morgan,Other,Other,36
2004,Georgia,Murray,George W. Bush,REP,7745
2004,Georgia,Murray,John Kerry,DEM,2899
2004,Georgia,Murray,Other,Other,45
2004,Georgia,Muscogee,George W. Bush,REP,30850
2004,Georgia,Muscogee,John Kerry,DEM,32867
2004,Georgia,Muscogee,Other,Other,231
2004,Georgia,Newton,George W. Bush,REP,18095
2004,Georgia,Newton,John Kerry,DEM,10939
2004,Georgia,Newton,Other,Other,132
2004,Georgia,Oconee,George W. Bush,REP,10276
2004,Georgia,Oconee,John Kerry,DEM,3789
2004,Georgia,Oconee,Other,Other,105
2004,Georgia,Oglethorpe,George W. Bush,REP,3688
2004,Georgia,Oglethorpe,John Kerry,DEM,1899
2004,Georgia,Oglethorpe,Other,Other,41
2004,Georgia,Paulding,George W. Bush,REP,30843
2004,Georgia,Paulding,John Kerry,DEM,9420
2004,Georgia,Paulding,Other,Other,204
2004,Georgia,Peach,George W. Bush,REP,4554
2004,Georgia,Peach,John Kerry,DEM,3961
2004,Georgia,Peach,Other,Other,30
2004,Georgia,Pickens,George W. Bush,REP,8115
2004,Georgia,Pickens,John Kerry,DEM,2444
2004,Georgia,Pickens,Other,Other,68
2004,Georgia,Pierce,George W. Bush,REP,4680
2004,Georgia,Pierce,John Kerry,DEM,1234
2004,Georgia,Pierce,Other,Other,9
2004,Georgia,Pike,George W. Bush,REP,5193
2004,Georgia,Pike,John Kerry,DEM,1506
2004,Georgia,Pike,Other,Other,42
2004,Georgia,Polk,George W. Bush,REP,8467
2004,Georgia,Polk,John Kerry,DEM,3868
2004,Georgia,Polk,Other,Other,60
2004,Georgia,Pulaski,George W. Bush,REP,2202
2004,Georgia,Pulaski,John Kerry,DEM,1294
2004,Georgia,Pulaski,Other,Other,15
2004,Georgia,Putnam,George W. Bush,REP,5188
2004,Georgia,Putnam,John Kerry,DEM,2880
2004,Georgia,Putnam,Other,Other,39
2004,Georgia,Quitman,George W. Bush,REP,409
2004,Georgia,Quitman,John Kerry,DEM,543
2004,Georgia,Quitman,Other,Other,13
2004,Georgia,Rabun,George W. Bush,REP,4650
2004,Georgia,Rabun,John Kerry,DEM,1918
2004,Georgia,Rabun,Other,Other,57
2004,Georgia,Randolph,George W. Bush,REP,1418
2004,Georgia,Randolph,John Kerry,DEM,1612
2004,Georgia,Randolph,Other,Other,17
2004,Georgia,Richmond,George W. Bush,REP,29764
2004,Georgia,Richmond,John Kerry,DEM,39262
2004,Georgia,Richmond,Other,Other,256
2004,Georgia,Rockdale,George W. Bush,REP,18856
2004,Georgia,Rockdale,John Kerry,DEM,12136
2004,Georgia,Rockdale,Other,Other,164
2004,Georgia,Schley,George W. Bush,REP,1063
2004,Georgia,Schley,John Kerry,DEM,464
2004,Georgia,Schley,Other,Other,3
2004,Georgia,Screven,George W. Bush,REP,3360
2004,Georgia,Screven,John Kerry,DEM,2534
2004,Georgia,Screven,Other,Other,29
2004,Georgia,Seminole,George W. Bush,REP,1977
2004,Georgia,Seminole,John Kerry,DEM,1278
2004,Georgia,Seminole,Other,Other,19
2004,Georgia,Spalding,George W. Bush,REP,13461
2004,Georgia,Spalding,John Kerry,DEM,7460
2004,Georgia,Spalding,Other,Other,86
2004,Georgia,Stephens,George W. Bush,REP,6904
2004,Georgia,Stephens,John Kerry,DEM,2714
2004,Georgia,Stephens,Other,Other,42
2004,Georgia,Stewart,George W. Bush,REP,797
2004,Georgia,Stewart,John Kerry,DEM,1220
2004,Georgia,Stewart,Other,Other,14
2004,Georgia,Sumter,George W. Bush,REP,5688
2004,Georgia,Sumter,John Kerry,DEM,5562
2004,Georgia,Sumter,Other,Other,37
2004,Georgia,Talbot,George W. Bush,REP,1103
2004,Georgia,Talbot,John Kerry,DEM,1830
2004,Georgia,Talbot,Other,Other,10
2004,Georgia,Taliaferro,George W. Bush,REP,335
2004,Georgia,Taliaferro,John Kerry,DEM,612
2004,Georgia,Taliaferro,Other,Other,4
2004,Georgia,Tattnall,George W. Bush,REP,4657
2004,Georgia,Tattnall,John Kerry,DEM,1787
2004,Georgia,Tattnall,Other,Other,19
2004,Georgia,Taylor,George W. Bush,REP,1912
2004,Georgia,Taylor,John Kerry,DEM,1458
2004,Georgia,Taylor,Other,Other,11
2004,Georgia,Telfair,George W. Bush,REP,2171
2004,Georgia,Telfair,John Kerry,DEM,1590
2004,Georgia,Telfair,Other,Other,14
2004,Georgia,Terrell,George W. Bush,REP,1859
2004,Georgia,Terrell,John Kerry,DEM,1951
2004,Georgia,Terrell,Other,Other,14
2004,Georgia,Thomas,George W. Bush,REP,9659
2004,Georgia,Thomas,John Kerry,DEM,5997
2004,Georgia,Thomas,Other,Other,49
2004,Georgia,Tift,George W. Bush,REP,8619
2004,Georgia,Tift,John Kerry,DEM,3864
2004,Georgia,Tift,Other,Other,37
2004,Georgia,Toombs,George W. Bush,REP,6196
2004,Georgia,Toombs,John Kerry,DEM,2567
2004,Georgia,Toombs,Other,Other,50
2004,Georgia,Towns,George W. Bush,REP,3823
2004,Georgia,Towns,John Kerry,DEM,1430
2004,Georgia,Towns,Other,Other,24
2004,Georgia,Treutlen,George W. Bush,REP,1691
2004,Georgia,Treutlen,John Kerry,DEM,1052
2004,Georgia,Treutlen,Other,Other,13
2004,Georgia,Troup,George W. Bush,REP,14183
2004,Georgia,Troup,John Kerry,DEM,7630
2004,Georgia,Troup,Other,Other,99
2004,Georgia,Turner,George W. Bush,REP,1815
2004,Georgia,Turner,John Kerry,DEM,1135
2004,Georgia,Turner,Other,Other,10
2004,Georgia,Twiggs,George W. Bush,REP,2112
2004,Georgia,Twiggs,John Kerry,DEM,2220
2004,Georgia,Twiggs,Other,Other,33
2004,Georgia,Union,George W. Bush,REP,6847
2004,Georgia,Union,John Kerry,DEM,2327
2004,Georgia,Union,Other,Other,51
2004,Georgia,Upson,George W. Bush,REP,6634
2004,Georgia,Upson,John Kerry,DEM,3424
2004,Georgia,Upson,Other,Other,28
2004,Georgia,Walker,George W. Bush,REP,15340
2004,Georgia,Walker,John Kerry,DEM,5986
2004,Georgia,Walker,Other,Other,127
2004,Georgia,Walton,George W. Bush,REP,21594
2004,Georgia,Walton,John Kerry,DEM,5887
2004,Georgia,Walton,Other,Other,143
2004,Georgia,Ware,George W. Bush,REP,7790
2004,Georgia,Ware,John Kerry,DEM,3449
2004,Georgia,Ware,Other,Other,42
2004,Georgia,Warren,George W. Bush,REP,1121
2004,Georgia,Warren,John Kerry,DEM,1360
2004,Georgia,Warren,Other,Other,8
2004,Georgia,Washington,George W. Bush,REP,4081
